,age,job,marital,education,default,housing,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
34615,26.61450996225762,1,1,2,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.2613854900377424,5076.2,1
34616,33.0,6,1,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.4643277603347915,5099.1,1
34617,52.729999225212104,5,0,1,0,1,0,1,1,999,0,0,-1.7,94.027,-38.3,0.9033249980630302,4991.6,1
34618,26.778579454135215,2,0,2,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961778579454135,5228.1,1
34619,37.213066562519444,1,0,1,0,0,0,3,3,999,0,0,-3.4,92.54276398594013,-29.981959984377916,0.7403622701555987,5017.5,1
34620,30.845725232912123,2,1,2,0,1,1,3,4,999,0,0,-1.8,93.876,-40.0,0.6933029775620333,5008.7,1
34621,61.0,0,0,1,0,0,1,6,1,3,1,2,-3.4,92.379,-29.8,0.7550659777262256,5017.5,1
34622,42.34613890888897,4,0,2,0,1,1,5,1,999,0,0,-2.9,92.963,-40.8,1.2517561762392606,5076.2,1
34623,60.759404843397796,0,0,0,0,0,1,3,1,1,5,2,-1.1,94.732676867334,-50.531204382736185,1.0188008142934115,4963.6,1
34624,45.0,7,0,2,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
34625,27.479644530786782,1,1,1,0,0,1,4,1,7,3,1,-1.7,94.1360856250247,-40.0533925782022,0.801153476588749,4991.6,1
34626,82.0,0,0,0,0,1,1,8,1,999,0,0,-3.4,92.431,-26.9,0.7341058409764606,5017.5,1
34627,51.47942989313012,1,0,2,1,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.96252057010687,5228.1,1
34628,34.17910238268809,7,0,6,0,1,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8637462833211833,5076.2,1
34629,35.00541692690551,4,0,1,0,0,1,9,2,999,0,0,-1.8,92.843,-50.0,1.5592177722260159,5099.1,1
34630,32.0,4,0,3,0,0,1,1,1,5,1,2,-0.39788677212895096,93.17809656087287,-42.89366031638685,3.7036922862996393,5178.855499491254,1
34631,32.536962458574614,1,0,1,0,1,0,8,3,5,1,2,-3.4,92.431,-26.9,0.7372217747514477,5017.5,1
34632,45.0,1,0,4,0,1,0,4,1,999,0,0,1.4,94.13678695355067,-42.34002146582157,4.923202313538547,5228.1,1
34633,33.0,8,0,4,0,0,0,8,1,999,0,0,-0.1,93.798,-40.4,4.896676438393273,5195.8,1
34634,29.0,1,1,2,0,1,1,5,1,999,0,0,-2.9,92.963,-40.8,1.2621318196898934,5076.2,1
34635,47.0,1,1,1,0,1,0,5,3,999,0,0,1.4,94.465,-41.8,4.96645782753384,5228.1,1
34636,50.70755283114022,6,1,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.091047730282882,5195.8,1
34637,21.227296127951924,8,1,2,0,0,1,9,1,999,0,0,-1.8,92.843,-50.0,1.6229554674413058,5099.1,1
34638,66.32287927320397,0,2,1,0,1,1,1,2,5,1,2,-1.7,94.05735065168118,-38.622879273203964,0.9018699225437862,4991.6,1
34639,25.0,1,1,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
34640,31.0,1,1,1,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
34641,41.121638654181595,9,1,2,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.961847951682273,5228.1,1
34642,32.45267125765685,3,1,2,0,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.960452671257657,5228.1,1
34643,38.54038400412805,4,0,3,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.8555403840041285,5191.0,1
34644,36.33719047054509,5,0,4,0,0,1,0,1,15,1,2,-1.8,93.749,-34.6,0.6540289285290882,5008.7,1
34645,36.34244512416666,1,0,1,0,1,1,9,3,999,0,0,-1.8,92.843,-50.0,1.619271847789166,5099.1,1
34646,32.770179579474956,7,1,6,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
34647,52.68519734445679,1,1,1,0,0,1,9,1,999,0,0,-1.8,93.369,-34.8,0.6538950657814856,5008.7,1
34648,31.0,3,0,2,0,0,1,3,6,999,0,0,-1.8,92.893,-46.2,1.3522840625371946,5099.1,1
34649,32.0,1,0,1,0,0,1,5,1,3,1,1,-2.9,92.963,-40.8,1.262,5076.2,1
34650,62.39577083216704,0,0,1,0,0,1,4,2,999,0,0,-1.7,94.215,-40.3,0.8795619374895033,4991.6,1
34651,25.447923303718753,4,0,1,0,0,1,3,2,999,0,0,-1.8,92.893,-46.2,1.2589584660743751,5099.1,1
34652,57.0,1,0,0,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.257658001398504,5076.2,1
34653,52.031880855229176,1,0,3,0,0,1,0,2,999,0,0,-1.8,93.749,-34.6,0.6538087148686249,5008.7,1
34654,29.0,1,1,1,0,1,1,5,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
34655,33.76390155378564,7,1,6,0,0,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8677707383466077,5076.2,1
34656,26.7934476689362,1,1,1,0,0,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8792065523310638,5076.2,1
34657,24.260626513337076,7,1,1,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.3780313256668537,5099.1,1
34658,36.0,1,1,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,1
34659,30.0,2,0,2,0,0,1,3,1,3,1,2,-1.8,92.893,-46.2,1.354,5099.1,1
34660,30.004258732529728,1,1,1,0,1,1,6,1,999,0,0,-3.4,92.379,-29.8,0.7749914825349405,5017.5,1
34661,40.21716074265573,9,0,0,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.319321763924795,5099.1,1
34662,47.63208906218393,4,0,0,0,1,0,5,5,999,0,0,1.4,94.465,-41.8,4.899319450030343,5228.1,1
34663,47.95015131981852,1,0,4,0,1,0,8,1,999,0,0,-1.8,92.84383081133636,-49.93685833843679,1.8018278428466072,5099.1,1
34664,55.48143383283336,0,2,1,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.4401856616716664,5099.1,1
34665,27.77996352493167,8,1,2,0,1,1,9,2,999,0,0,-1.8,92.843,-50.0,1.766214565214819,5099.1,1
34666,42.68372984562854,1,0,2,0,1,1,1,1,3,2,1,-2.9,92.201,-31.4,0.836924681475137,5076.2,1
34667,37.270264781359174,4,0,5,1,0,0,4,1,999,0,0,1.4,94.26541741770174,-42.12838084838837,4.96063513239068,5228.1,1
34668,42.0,4,0,2,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
34669,27.607972943921023,4,1,1,0,0,1,0,2,999,0,0,-1.8,93.075,-47.1,1.4002624307474194,5099.1,1
34670,31.473791323275982,7,0,6,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.962052417353449,5228.1,1
34671,26.28951427797929,1,1,1,0,0,1,1,1,999,0,0,-1.7,94.027,-38.3,0.9007762143050518,4991.6,1
34672,59.82708028310217,3,0,0,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.1949771534886502,5076.2,1
34673,34.0,7,0,6,0,1,0,2,3,999,0,0,-3.4,92.64310235642195,-30.093447062691048,0.716594548078512,5017.5,1
34674,43.9975025034812,2,1,2,0,0,1,3,4,999,0,0,-1.8,92.893,-46.2,1.244014984979113,5099.1,1
34675,32.901140087955234,1,0,1,0,0,1,5,2,3,1,2,-2.9,92.963,-40.8,1.261351710131933,5076.2,1
34676,32.595688901979564,1,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.3947844450989781,5099.1,1
34677,31.516703397513034,4,0,3,0,0,1,4,11,999,0,0,1.4,93.918,-42.7,4.958483296602487,5228.1,1
34678,61.6432686718877,2,0,1,0,1,0,3,2,4,2,2,-1.7,94.04501152281286,-39.26490300783154,0.8071529678887335,4991.6,1
34679,27.0,7,1,1,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.3330190748334956,5099.1,1
34680,31.0,3,0,3,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.861168958776698,5191.0,1
34681,26.0,1,1,2,0,1,0,0,2,999,0,0,-1.8,93.075,-47.1,1.4105106855456648,5099.1,1
34682,53.0,1,1,1,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.3531155852819992,5099.1,1
34683,49.0,1,1,1,0,0,1,6,2,3,1,2,-3.4,92.379,-29.8,0.7801927487841418,5017.5,1
34684,33.96785640340324,2,1,1,0,0,1,4,2,999,0,0,-1.7,94.05757148772774,-39.80803589914919,0.7623661028553623,4991.6,1
34685,44.0461218179461,4,0,3,0,0,1,5,3,999,0,0,-2.9,92.963,-40.8,1.2731540863654043,5076.2,1
34686,34.0,7,0,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.111973225838479,5195.8,1
34687,52.95581250579045,5,0,2,1,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.962977906252895,5228.1,1
34688,27.70940751624842,1,0,6,0,0,0,4,2,999,0,0,1.4,94.11202295569394,-42.38076661768821,4.960935888725627,5228.1,1
34689,24.0,8,1,2,0,0,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8517802461063154,5076.2,1
34690,59.020675350944714,11,0,4,0,0,1,1,1,5,1,2,-1.7,94.02709648497108,-38.305168837736176,0.8994107524980757,4991.6,1
34691,28.109264050375995,8,1,1,0,0,1,3,3,999,0,0,-1.8,92.893,-46.2,1.2673658006297,5099.1,1
34692,29.729419993254258,5,1,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.087905520296813,5195.8,1
34693,47.11628545688131,4,0,3,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.3188370081082388,5099.1,1
34694,60.409313853617746,0,0,1,0,1,1,1,1,999,0,0,-1.8,92.96749512135843,-46.568382468255976,1.3822426558996246,5099.1,1
34695,28.077984018183923,1,1,1,0,0,0,4,7,999,0,0,1.4,93.918,-42.7,4.960461007990908,5228.1,1
34696,27.0,3,1,2,1,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.962292950695077,5228.1,1
34697,34.83774645339071,9,0,1,0,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.16126000090463,5195.8,1
34698,32.330795995044234,4,0,2,0,0,0,2,1,999,0,0,-0.1,93.2,-42.0,4.152958460569913,5195.8,1
34699,57.0,0,0,0,0,1,0,0,3,999,0,0,-1.8,93.075,-47.1,1.4071890180692297,5099.1,1
34700,18.531390613122966,8,1,3,0,0,1,4,1,3,1,2,-3.4,92.4507377327716,-29.879708591968445,0.7840246411832206,5017.5,1
34701,27.49199088357411,6,0,1,0,0,1,9,1,999,0,0,-1.8,93.369,-34.8,0.639115942262636,5008.7,1
34702,28.0,7,1,6,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
34703,51.0,1,0,1,0,1,1,2,2,999,0,0,-2.9,92.32454579233384,-32.41418187736734,0.8714112421444525,5076.2,1
34704,45.0,1,0,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2895131259909922,5099.1,1
34705,47.073026429208234,1,0,1,0,0,1,1,1,4,1,2,-1.7,94.02904474001784,-38.409539643812344,0.8856868198751866,4991.6,1
34706,34.0,7,1,6,0,1,1,0,1,999,0,0,-1.8,93.02077569496097,-46.83185783222456,1.330737389673138,5099.1,1
34707,37.41402792375536,1,0,1,0,0,1,2,2,999,0,0,-2.9,92.35804051643356,-32.689138567738205,0.978029280885344,5076.2,1
34708,30.401621056800504,3,0,2,0,1,1,5,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
34709,54.71909933776546,3,2,1,0,0,1,6,1,3,3,2,-1.1,94.199,-37.5,0.877,4963.6,1
34710,43.53466077326795,1,0,2,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.961069321546535,5228.1,1
34711,53.0,0,0,0,0,0,0,5,3,999,0,0,-2.9,92.963,-40.8,1.2757932538203325,5076.2,1
34712,26.838915753082887,7,0,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2666443369876685,5099.1,1
34713,77.48165432258881,0,0,4,0,0,1,8,1,6,2,2,-1.8,93.40839427148325,-34.77926617290355,0.6360366913548223,5008.7,1
34714,23.002728744513014,8,1,2,0,0,0,5,1,9,1,1,-1.7,94.055,-39.8,0.7200245587006171,4991.6,1
34715,33.0,3,0,2,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.856256001502449,5191.0,1
34716,24.294827532968856,7,1,5,0,0,1,4,2,6,2,2,-1.7,94.215,-40.3,0.890840518173045,4991.6,1
34717,71.43997099027622,0,0,6,0,0,1,6,1,999,0,0,-1.1,94.63751759219292,-49.78598114367954,0.9921193327763531,4963.6,1
34718,38.011238982665375,4,0,2,0,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.958988761017334,5228.1,1
34719,30.454390829375406,5,1,1,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2593150120021959,5099.1,1
34720,44.66728841806763,3,0,5,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.152738168077777,5195.8,1
34721,30.96843250359012,1,1,1,0,0,1,4,6,999,0,0,1.4,93.918,-42.7,4.9600631349928195,5228.1,1
34722,50.78419175140571,4,0,3,1,0,0,4,1,999,0,0,1.4,93.918,-42.7,4.959568383502812,5228.1,1
34723,43.29359895334873,4,0,0,0,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.962137600697767,5228.1,1
34724,39.0,5,0,1,0,0,0,4,3,999,0,0,1.4,93.97107857084494,-42.61266779934107,4.9598059284429805,5228.1,1
34725,38.4049902224816,5,0,1,0,0,1,2,3,999,0,0,-2.9,92.36046262037493,-32.70902151054048,0.8922053813232177,5076.2,1
34726,25.002692162782246,10,1,1,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.864130569894939,5228.1,1
34727,28.05553104718846,4,0,1,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.961944468952812,5228.1,1
34728,46.005341986735324,4,0,4,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.3538317274178373,5099.1,1
34729,33.20462168866964,4,1,3,1,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.960181513245321,5228.1,1
34730,66.12163165741892,9,0,4,0,0,0,1,2,999,0,0,-1.7,94.027,-38.3,0.9028783683425811,4991.6,1
34731,44.936348629665375,1,0,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2894087157416343,5099.1,1
34732,35.0,4,0,2,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.3348245203747977,5099.1,1
34733,63.32173651631296,0,0,3,0,0,1,0,4,999,0,0,-1.8,93.075,-47.1,1.408391317418435,5099.1,1
34734,24.616221196545283,4,1,6,0,1,1,3,1,3,1,2,-3.4,92.52027594461345,-29.95697327179272,0.7345934746669468,5017.5,1
34735,27.016748698193435,5,0,1,0,1,0,2,1,3,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
34736,57.50566632674955,3,0,0,0,0,0,9,1,999,0,0,-1.8,92.843,-50.0,1.5282396117342925,5099.1,1
34737,50.24590304256326,1,0,2,0,0,1,3,7,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
34738,46.0,1,0,2,0,1,1,5,1,999,0,0,-2.9,92.963,-40.8,1.261356458859503,5076.2,1
34739,32.308381706859734,6,0,1,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.85830838170686,5191.0,1
34740,33.72547373624175,2,0,1,0,0,1,8,1,4,1,2,-1.1,94.601,-49.5,1.0149513671983188,4963.6,1
34741,50.99965630895634,4,0,0,0,0,1,4,1,3,1,2,-1.7,94.05505499056699,-39.80017184552183,0.7540488041281999,4991.6,1
34742,21.222056697172576,6,1,3,0,1,1,6,1,999,0,0,-3.4,92.379,-29.8,0.7666691495424114,5017.5,1
34743,29.050019069462607,6,0,1,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.025251620904322,5195.8,1
34744,30.0,6,0,1,0,0,1,5,3,999,0,0,-1.7,94.055,-39.8,0.72,4991.6,1
34745,35.0,6,0,1,0,1,1,1,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
34746,33.61025581637303,1,1,1,0,0,0,1,1,999,0,0,-2.9,92.201,-31.4,0.8570512790818652,5076.2,1
34747,40.02283771004991,5,0,2,0,0,1,2,2,3,2,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
34748,44.0,7,0,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.3072627963519596,5099.1,1
34749,30.0,1,0,1,0,0,0,1,3,999,0,0,1.4,93.444,-36.1,4.963171673753908,5228.1,1
34750,65.06999597394662,0,0,0,0,0,1,2,1,5,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
34751,29.408771279578307,2,1,1,0,1,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8694526276774699,5076.2,1
34752,33.549720537393306,1,1,1,0,0,1,4,1,999,0,0,-1.7,94.09102235700854,-39.91256986565167,0.7747128552799081,4991.6,1
34753,42.0,3,0,2,0,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.962272102046907,5228.1,1
34754,25.57957104385955,8,1,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.4121021447807023,5099.1,1
34755,33.66780857190553,5,0,1,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.959671234287622,5228.1,1
34756,28.058804533888306,2,0,2,0,1,1,8,1,2,1,2,-3.4,92.431,-26.9,0.7384707591950054,5017.5,1
34757,23.117859407885867,4,0,2,0,0,1,9,1,6,1,2,-1.8,93.369,-34.8,0.6528821405921141,5008.7,1
34758,50.13494341323653,9,0,3,0,0,0,5,4,999,0,0,1.4,94.465,-41.8,4.959415245209309,5228.1,1
34759,78.47456487109957,9,0,0,0,0,1,1,1,3,2,2,-2.9,92.201,-31.4,0.8495838168098895,5076.2,1
34760,33.0,3,0,2,0,0,0,2,1,999,0,0,-0.1,93.2,-42.0,4.239650935089571,5195.8,1
34761,32.696664617605016,3,0,2,0,0,0,4,3,999,0,0,1.4,94.29907554582995,-42.073001844155485,4.960696664617605,5228.1,1
34762,33.25746283754454,1,0,1,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.3701977601371884,5099.1,1
34763,41.10391743936741,1,1,2,0,1,1,1,1,6,2,2,-1.7,94.027,-38.3,0.9042725779244282,4991.6,1
34764,60.58182647880895,0,0,1,0,0,0,1,2,3,1,2,-2.9,92.201,-31.4,0.8560727853516628,5076.2,1
34765,38.27547716142108,1,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.3760190864568431,5099.1,1
34766,28.029039996576685,1,1,1,0,0,1,4,1,999,0,0,-1.7,94.215,-40.3,0.8157259999144172,4991.6,1
34767,36.8878807498373,1,0,1,0,0,1,6,1,6,1,2,-1.1,94.199,-37.5,0.8854394037491864,4963.6,1
34768,36.651592606480726,2,0,1,0,0,1,4,1,6,1,2,-1.7,94.15925481703692,-40.12579630324036,0.8087204088934375,4991.6,1
34769,39.17159959068058,1,0,1,0,0,0,2,1,3,2,2,-3.4,92.649,-30.1,0.715,5017.5,1
34770,38.93743253039687,1,0,1,0,0,0,0,1,999,0,0,-1.8,93.749,-34.6,0.639640776806607,5008.7,1
34771,52.852942409119315,4,0,0,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.856294115181761,5191.0,1
34772,43.47892030389598,4,0,2,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.860647557872728,5191.0,1
34773,39.03793953819915,1,0,2,0,0,1,9,2,999,0,0,-1.8,92.843,-50.0,1.688062307069576,5099.1,1
34774,49.01845762769622,1,2,1,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.2842323643984048,5099.1,1
34775,34.11585203830137,1,0,1,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.957695112229808,5228.1,1
34776,24.41141375322509,6,1,1,0,1,0,2,1,3,1,2,-3.4,92.649,-30.1,0.714529528748925,5017.5,1
34777,47.093972575330426,1,0,1,0,0,1,3,1,999,0,0,-1.8,93.876,-40.0,0.6876241096986784,5008.7,1
34778,27.0,1,1,1,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.2940652738052192,5099.1,1
34779,54.920603474419195,6,0,1,0,1,0,1,2,999,0,0,1.4,93.444,-36.1,4.968465660875967,5228.1,1
34780,51.0,5,0,6,0,0,1,7,2,999,0,0,-3.0,92.713,-33.0,0.7042159175083639,5023.5,1
34781,33.804594064633704,8,0,5,0,1,0,2,1,999,0,0,-0.1,93.2,-42.0,4.240730810550723,5195.8,1
34782,26.0,1,1,1,0,0,0,6,1,5,1,2,-3.4,92.40336935272634,-28.440939944107697,0.7719773295118993,5017.5,1
34783,34.0814542147344,1,0,1,0,0,1,2,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
34784,34.0,1,1,1,0,0,1,9,1,3,1,2,-1.8,93.369,-34.8,0.652,5008.7,1
34785,31.790368224865087,3,0,2,0,0,1,3,2,999,0,0,-1.8,92.893,-46.2,1.2471444766270237,5099.1,1
34786,37.96238032722704,9,0,3,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2897961704712653,5099.1,1
34787,27.0,1,1,3,0,0,1,9,1,3,1,2,-1.8,93.369,-34.8,0.6392320316069269,5008.7,1
34788,18.0,8,1,3,0,0,1,6,1,999,0,0,-3.2129681342133214,92.53517160793187,-31.29625492629343,0.7604502505335307,5020.3054779868,1
34789,25.43246263246458,3,1,2,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.962567537367535,5228.1,1
34790,47.07752346621902,1,2,1,0,0,0,4,1,999,0,0,-1.7,94.05282934294587,-39.68371480067147,0.7259620289802708,4991.6,1
34791,25.49089343761394,3,0,2,0,1,1,3,1,10,1,2,-1.8,92.893,-46.2,1.2981452745325603,5099.1,1
34792,33.14550964564532,1,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.407724517717734,5099.1,1
34793,34.87270264792638,3,0,0,0,1,1,3,4,999,0,0,-1.8,92.893,-46.2,1.2953805376921717,5099.1,1
34794,29.0,1,1,1,0,1,1,5,1,999,0,0,-2.9,92.963,-40.8,1.2620714248289626,5076.2,1
34795,52.100853296207895,8,0,0,0,1,0,0,1,999,0,0,-1.8,93.749,-34.6,0.644,5008.7,1
34796,38.0,7,0,6,0,0,1,9,1,999,0,0,-1.8,92.843,-50.0,1.7302447060436923,5099.1,1
34797,43.54152135953319,3,0,2,0,1,1,7,2,999,0,0,-3.0,92.713,-33.0,0.7084440569587552,5023.5,1
34798,26.9515421467555,3,0,3,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2986123371740441,5099.1,1
34799,37.05913941201559,4,0,3,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856177418236046,5191.0,1
34800,29.016237865431098,7,1,1,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857048713596294,5191.0,1
34801,37.85776709286641,7,0,6,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.965142232907134,5228.1,1
34802,33.0,4,2,3,0,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.962320545565524,5228.1,1
34803,31.0,7,1,2,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
34804,29.927307994081204,1,1,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.4216915438934616,5099.1,1
34805,44.9170402742111,4,0,3,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.2658340805484223,5076.2,1
34806,37.10176579655136,1,0,1,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.9592035315931025,5228.1,1
34807,37.73792055600759,6,0,5,0,0,1,8,1,6,1,2,-1.8,92.8473679907332,-49.66803270427628,1.6935021489449407,5099.1,1
34808,22.452618766530566,1,0,2,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.9652842874008165,5228.1,1
34809,40.56911202577642,7,0,6,1,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.938748265211491,5228.1,1
34810,77.72041127441345,1,0,4,0,0,0,4,3,999,0,0,-1.7,94.215,-40.3,0.8482478674048031,4991.6,1
34811,61.0,2,0,3,0,0,0,8,1,999,0,0,-1.1,94.601,-49.5,0.9803137706539788,4963.6,1
34812,24.0,7,1,6,0,0,1,4,2,3,1,2,-1.7,94.215,-40.3,0.8876538742825006,4991.6,1
34813,43.34712690702984,3,0,2,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.96069425381406,5228.1,1
34814,37.72058784428116,7,0,6,0,0,1,2,2,9,1,2,-1.8,92.95121325308521,-46.487867735036744,1.357518383428227,5099.1,1
34815,20.702173014680103,8,1,3,0,1,1,9,3,999,0,0,-1.8,92.843,-50.0,1.6815816550728995,5099.1,1
34816,52.63017485881346,2,0,3,0,0,1,3,1,3,1,2,-1.8,92.893,-46.2,1.2987663279649173,5099.1,1
34817,46.593316747699674,1,0,1,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.297373266990799,5099.1,1
34818,25.41372315158038,3,0,2,0,0,0,4,8,999,0,0,1.4,93.918,-42.7,4.955827446303161,5228.1,1
34819,55.50707732503835,2,0,2,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.4095636959253453,5099.1,1
34820,34.18215355693957,7,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
34821,48.0,1,0,2,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.966109518772221,5228.1,1
34822,48.0,1,0,2,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.07213882625165,5195.8,1
34823,30.87820161149862,7,0,1,0,0,1,6,1,11,4,1,-1.1,94.199,-37.5,0.879,4963.6,1
34824,30.462580772131776,4,0,5,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.859612257683605,5191.0,1
34825,29.145077439513145,7,0,1,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.952253899062638,5228.1,1
34826,24.750034097946905,4,1,4,0,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.957,5228.1,1
34827,39.55803464468862,8,1,2,0,0,0,4,5,999,0,0,1.4,94.22324495064468,-42.197768819780244,4.909964396952383,5228.1,1
34828,28.754878407569404,1,1,3,0,1,1,0,1,6,3,2,-1.8,93.749,-34.6,0.6511314620512363,5008.7,1
34829,44.0,3,0,2,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2617397214677195,5099.1,1
34830,47.46070552692137,1,0,1,0,0,1,1,1,3,3,2,-1.7,94.027,-38.3,0.9018428221076855,4991.6,1
34831,40.075312323457126,1,0,1,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.4086149915259423,5099.1,1
34832,25.561889204446267,3,1,2,0,0,1,4,1,999,0,0,-1.7,94.215,-40.3,0.79,4991.6,1
34833,37.41629606816682,4,1,1,0,0,0,9,1,999,0,0,-1.8,93.369,-34.8,0.655,5008.7,1
34834,26.951111770494816,7,0,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2661955529180207,5099.1,1
34835,44.90275101497408,5,0,1,0,1,0,4,1,6,2,1,-1.7,94.19944016239586,-40.25137550748703,0.8675649215306191,4991.6,1
34836,35.51689890790609,4,0,2,0,0,1,4,1,6,1,2,-1.7,94.13229617473503,-40.04155054604695,0.8114651638140866,4991.6,1
34837,38.0,4,0,2,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.955628467361923,5228.1,1
34838,42.0,3,0,6,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.85643277311577,5191.0,1
